id,title
2999435,Comin Out Strong
2999439,My Collection
2999441,Lookin Exotic
2999442,Damage
2999444,Use Me
2999446,Incredible
2999450,Sorry
3000331,Helpless
3003630,XO TOUR Llif3
3004720,Green Light
3004837,I’m the One
3006067,Peek a Boo
3006986,Get It Together
3007474,Candy Paint
3007838,Hypnotised
3008446,Feel It Still
3008537,My Type
3013669,New Rules
3016062,It’s a Vibe
3017253,Trap Trap Trap
3017496,Liability
3017765,Obsession
3018117,?wokeuplikethis*
3019198,Chanel
3020761,Break Up Every Night
3021691,ROCKABYE BABY
3021917,Don’t Say
3021919,Last Day Alive
3021922,The One
3021924,It Won’t Kill Ya
3021926,Honest
3021937,Bloodstream
3023065,At My Best
3023327,Flex Like Ouu
3023367,Fetish
3024515,Forgiveness
3026182,From the D to the A
3027231,Light My Body Up
3027414,Andromeda
3027418,Ascension
3027424,Charger
3027431,Let Me Out
3027432,Momentz
3027437,Saturnz Barz
3027447,Submission
3027501,?do re mi
3028662,Passionfruit
3028667,Jorja Interlude
3028673,Madiba Riddim
3028677,Blem
3028680,4422
3028682,Gyalchester
3028685,Skepta Interlude
3028687,Portland
3028693,Sacrifices
3028696,Nothings Into Somethings
3028701,Teenage Fever
3028702,Glow
3028708,Can’t Have Everything
3028709,Ice Melts
3028710,Since Way Back
3028711,Lose You
3028713,Do Not Disturb
3029830,Magnolia
3030898,Still Got Time
3032843,The Heart Part 4
3035041,Craving You
3035133,No Promises
3035222,DNA.
3035251,Kids In Love
3035330,My Spotify Playlist
3036264,Scared To Be Lonely (Joe Mason Remix)
3036726,In The Name Of Love (Snavs Remix)
3037651,Lust for Life
3038586,Pendulum
3039792,Everybody
3039923,HUMBLE.
3039974,AfricAryaN
3040481,Conscience
3040789,Sign of the Times
3043570,Small Town Boy
3044373,Thunder
3044650,Dead Inside (Interlude)
3047129,BLOOD.
3047131,YAH.
3047132,ELEMENT.
3047134,FEEL.
3047138,PRIDE.
3047140,LUST.
3047144,FEAR.
3047145,GOD.
3048264,Biking
3050769,Hallelujah
3050773,Take It Back
3050777,1-800-273-8255
3050778,Killing Spree
3050780,America
3050781,Ink Blot
3050782,Mos Definitely
3050783,Waiting Room
3050784,Anziety
3051158,Most Girls
3051441,Whippin
3051803,There’s Nothing Holdin’ Me Back
3052269,Sober
3052271,Perfect Places
3053268,Meet Me in the Hallway
3053270,Carolina
3053274,Two Ghosts
3053277,Sweet Creature
3053279,Only Angel
3053283,Kiwi
3053284,From the Dining Table
3053285,Ever Since New York
3053287,Woman
3053927,Black SpiderMan
3055219,Sober II (Melodrama)
3055247,Homemade Dynamite
3056170,The Cure
3056499,Felices los 4
3057010,Despacito (Remix)
3058820,Pretty Girl (Cheat Codes X Cade Remix)
3058987,Hard Times
3059562,Quit
3059623,Boss
3060213,Nights With You
3060620,Nicki Minaj - No Frauds ft. Drake & Lil Wayne (Tradução em Português)
3060662,Attention
3067611,No Vacancy
3068434,Young and Menace
3069705,Strangers
3069711,Eyes Closed
3069729,Bad at Love
3070591,Slow Hands
3072520,Jump
3074498,Want You Back
3075614,Know No Better
3075800,Malibu
3076623,Mama
3076962,Two High
3078532,Songs in Real Life 3
3079084,Strip That Down
3080768,Swish Swish
3080781,Whatever It Takes
3081091,Rollin
3081379,I Don’t Know Why
3081380,Walking the Wire
3081383,I’ll Make It Up to You
3081388,Start Over
3082387,Undefeated
3082569,Revenge
3084463,Bad Liar
3084693,Somethin Tells Me
3085500,Your Song
3088967,Crying in the Club
3089187,BUTTERFLY EFFECT
3090522,13 Beaches
3091673,Cherry
3091934,Big Fish
3092121,I Like Me Better
3092335,The Louvre
3092336,Hard Feelings/Loveless
3092339,Writer In the Dark
3092340,Supercut
3092866,Bedroom Floor
3095483,Bodak Yellow
3096150,Beautiful People Beautiful Problems
3097600,Mask Off (Remix)
3097946,Rain On Me (Intro)
3097948,In Check
3097951,Blowing Smoke
3097952,No Longer Friends
3097956,You Got It
3097957,Don’t Get Too High
3097960,We Both Know
3097964,Self-Made
3097968,Run Me Dry
3097970,Teach Me a Lesson
3097971,High Stakes
3097972,Stay Blessed
3099469,Met Gala
3101501,New Music Friday 05/26/17
3102103,Down
3105140,Cash Out
3105241,Rake It Up
3105427,4 AM
3105799,OG Kush Diet
3107031,Never Be the Same
3110340,To the Max
3113598,The Weekend
3114109,2U
3114474,Wild Thoughts
3117098,Benz Truck (?????)
3117577,It’s Secured
3117579,On Everything
3117586,Down for Life
3117587,I Love You So Much
3117588,Iced Out My Arms
3117593,I Can’t Even Lie
3119157,Yeah Right
3120113,Falls
3120203,Holiday
3120229,Prayers Up
3120232,Faking It
3120234,Feels
3121338,Relationship
3121358,Glorious
3121471,Molly
3121669,Plain Jane
3121880,Awful Things
3123170,Congratulations (Remix)
3123549,Miracles (Someone Special)
3125137,Tone it Down
3126996,A Lie
3129092,Signs
3129670,Sauce It Up
3130560,Woman
3130730,Summer Bummer
3130731,Groupie Love
3130809,Don’t Quit
3131520,Perplexing Pegasus
3131793,No Complaints
3132161,Back to You
3133056,OMG
3134175,PIE
3135948,Why
3137681,First Time (Gryffin Remix)
3138309,Who Dat Boy
3138346,911 / Mr. Lonely
3138456,Extra Luv
3138854,Bank Account
3139340,Praying
3139343,Sorry Not Sorry
3140655,The Race
3142068,All My Love
3145471,Bring Dem Things
3146251,Let ’Em Talk
3146253,Hymn
3146254,Learn to Let Go
3146666,Boredom
3146668,Droppin’ Seeds
3146669,I Ain’t Got Time!
3146672,Garden Shed
3146677,Pothole
3146682,See You Again
3146685,Sometimes...
3146688,Where This Flower Blooms
3146692,Foreword
3147472,Thug Life
3147473,Famous
3147475,Close My Eyes
3147476,Bad Business
3147477,Baby Girl
3147489,FaceTime
3147508,Nothin New
3147512,Numb
3148328,Love U Better
3151350,Boys
3151455,Save Me
3151905,No Limit
3152744,Lay It On Me
3155565,Rich Love
3156907,1942 Flows
3158592,Minute
3160892,Betrayed
3161385,Whiskey
3161928,L17
3162780,You da Baddest
3164384,Worst In Me
3168145,What About Us
3169110,Unforgettable
3171585,Marmalade
3173852,Lonely Together
3174379,Leave Right Now
3174441,Grave
3175124,Save That Shit
3175397,Reminder - Remix
3179006,So Far Away
3179685,Nothing Wrong
3182458,Meant to Be
3182463,The Plan
3182604,Depression & Obsession
3182605,Fuck Love
3183508,Pills & Automobiles
3185661,Jocelyn Flores
3185662,Orlando
3185663,Ayala (Outro)
3186102,Roll in Peace
3187524,Go Legend
3188009,Silence
3189419,He Like That
3189578,Angel
3191722,Questions
3192350,New Music Friday 08/11/17
3195702,Friends
3195855,Too Much to Ask
3195944,Younger Now
3200747,I Get the Bag
3201420,Transportin’
3201587,Stunting Ain’t Nuthin
3203937,Tell Me You Love Me
3206879,Carry On
3206881,Everybody Dies in Their Nightmares
3207340,Good Old Days
3208559,Please Shut Up
3209316,Two®
3209323,444+222
3209329,No Sleep Leak
3209330,The Way Life Goes
3209331,Feelings Mutual
3209332,Neon Guts
3209333,Early 20 Rager
3209334,UnFazed
3209335,Pretty Mami
3209336,How to Talk
3209338,Malfunction
3209339,Dark Queen
3209510,Sky Walker
3210592,Look What You Made Me Do
3210619,The Explanation
3212901,What Lovers Do
3213701,If I’m Lucky
3214151,Love So Soft
3214267,Gucci Gang
3214401,Provider
3215327,Homemade Dynamite (Remix)
3218472,?disco tits
3218659,Get Low (Español)
3218739,The Last of the Real Ones
3219597,Too Good at Goodbyes
3221142,Pray
3221550,...Ready for It?
3225626,Curve
3225750,Stargazing
3225906,Real Thing
3226843,Beast Mode
3226861,Say A’
3231155,Best of Me
3233281,DNA
3236636,How Long
3238806,Rubbin off the Paint
3243129,Don’t Judge Me
3243222,Again
3244532,New Freezer
3244990,Man’s Not Hot
3246992,Crazy
3253868,I Miss You
3254443,20 Min
3255148,“Songs Taylor Loves” Playlist
3259710,Easy Love
3261223,Burning
3261710,Wait
3261712,Help Me Out
3261762,What U Sayin’
3261763,Back
3263734,?playboy shit
3266784,GUMMO
3268198,Deserve
3268297,New
3271015,Feels Great
3271529,Enormous
3276873,PICK IT UP
3279181,Havana (Remix)
3280165,Gorgeous
3280764,Wolves
3280973,All da Smoke
3280977,Cruise Ship
3280978,Patek Water
3280980,Feed Me Dope
3280991,Drip on Me
3280994,4 da Gang
3281773,End Game
3282964,Icon
3283025,Delicate
3288835,Danger
3291913,New Music Friday 10/27/17
3295229,Say It First
3295230,One Last Song
3295231,Midnight Train
3295232,HIM
3295233,Baby You Make Me Crazy
3295234,No Peace
3295236,Nothing Left For You
3296491,Rap Saved Me
3296791,Ghostface Killers
3296797,My Choppa Hate Niggas
3296798,Nightmare
3296799,Mad Stalkers
3296800,Disrespectful
3296801,Run Up the Racks
3296802,Still Serving
3296803,Darth Vader
3299821,Pull Up N Wreck
3300013,Call It What You Want
3302616,Come Through and Chill
3303780,KOODA
3304653,Letterman
3305618,Lemon
3306083,I Did Something Bad
3306086,Don’t Blame Me
3307474,Tip Toe
3307629,Downtown
3309339,Walk on Water
3309397,Wanted You
3313475,The Beautiful & Damned
3314337,Get It Right
3317002,Ed Sheeran - Perfect (Deutsche Übersetzung)
3317639,Rewrite the Stars
3318662,Musikalischer Jahresrückblick 2017
3322299,Love Is Gone
3323339,Ranking Page: 50 Best Albums // 50 Best Songs of 2017
3323370,Dark Knight Dummo
3328057,Codeine Dreaming
3330206,Sober
3333474,MIC Drop (Steve Aoki Remix)
3344378,Bartier Cardi
3350675,Believe
3350680,River
3350682,Untouchable
3350685,Remind Me
3350686,Revival (Interlude)
3350689,Like Home
3350690,Bad Husband
3350691,Tragic Endings
3350692,Framed
3350695,Nowhere Fast
3350696,Heat
3350697,Offended
3350699,Need Me
3350702,In Your Head
3350703,Castle
3350704,Arose
3350975,Real Friends
3351445,American Dream
3353048,Savage Time
3353818,Ice Tray
3353921,Never Be the Same (Radio Edit)
3354372,Big Bidness
3354378,In Tune
3354380,So Good
3369950,Plain Jane REMIX
3374413,Pokee - Favourite Songs
3383633,Stir Fry
3386839,Dubai Shit
3386840,Black & Chinese
3386843,Huncho Jack
3386844,Modern Slavery
3386845,Eye 2 Eye
3386846,Motorcycle Patches
3386847,Saint
3386848,Go
3386850,Saint Laurent Mask
3386851,Moon Rock
3386852,How U Feel
3386853,Where U From
3386854,Best Man
3418528,A Different Way (DEVAULT Remix)
3420343,Chloraseptic (Remix)
3435086,Real Love
353022,Fell on Black Days
3530987,Would You Ever (Arty Remix)
3558589,The Chainsmokers - Something Just Like This (Tradução em Português)
3574445,Tu Sabes Que Te Quiero
3724421,The Night We Met (Soundtrack Version)
3750782,Call On Me (Ryan Riback Remix)
3857644,2017 Playlist
387414,Stay with Me
3882,Thriller
3904320,Imagine Dragons Cleanup Page
3945825,New Music Friday 08/17/18
4006446,Bohemian Rhapsody (2011 Remaster)
403033,Listen to Her Heart
4097685,Ric Flair Drip (Remix)
4140621,Top Tracks of 2018
4143233,Seeing Blind
41809,Ain’t No Future... 2001
4326893,Blank
434224,Little Saint Nick
437103,Thinking Out Loud
4385705,Him & I (WHTKD Remix)
4386971,Black.Ops
4403319,Women of Pop
4405998,Confessions of a Dangerous Mind
4481739,Mi Gente [Homecoming Live]
451776,Photograph
4733796,Sugarfish
476552,September
4766792,Ariana Grande on Grief and Growing Up
480443,Jay and Silent Bob Strike Back (script)
4809548,Jingle Bell Rock
49719,In the End
499725,Shake It Off
5110616,April 2020 Singles Release Calendar
512407,It’s Beginning to Look a Lot Like Christmas
5128732,Lauren Daigle’s Christmas Collection
52158,Halo
54027,I Want You Back
542389,Blank Space
5514731,Strobelite (Kaytranada Remix)
56658,Breaking the Habit
570825,No Flockin
579968,Don’t
581048,Angela’s Ashes
586344,Contagious: Why Things Catch On
587305,Straight from the Soul
590331,Santa Tell Me
599427,No Role Modelz
623111,Feliz Navidad
623112,Jingle Bell Rock
639993,Driving Home for Christmas
64869,Titanium
652107,Ghostbusters
664970,Lot to Learn
67584,Papercut
68146,Make You Feel My Love
698675,White Iverson
70250,Bleed It Out
70448,Born in the U.S.A.
72377,One Step Closer
72379,Crawling
725791,Stressed Out
725792,Ride
729921,The Other
749215,All Time Low
74998,Numb
75535,Mary Jane’s Last Dance
78980,I Won’t Back Down
82215,Chicken Fried
82653,Highway to Hell
83180,What I’ve Done
834666,Here Comes Santa Claus
85506,Somewhere I Belong
856283,Sleigh Ride
868869,All I Want For Christmas (Is My Two Front Teeth)
955638,Jingle Bells
968229,Hark! The Herald Angels Sing/It Came Upon a Midnight Clear
990719,The Little Drummer Boy
